CL,2020-02-12,2
CM,2020-02-12,0
CN,2020-02-12,1
CT,2020-02-12,5
EX,2020-02-12,0
GA,2020-02-12,0
IB,2020-02-12,0
MC,2020-02-12,0
MD,2020-02-12,9
ML,2020-02-12,0
NC,2020-02-12,0
PV,2020-02-12,2
RI,2020-02-12,0
VC,2020-02-12,1
AN,2020-02-13,2
AR,2020-02-13,1
AS,2020-02-13,0
CB,2020-02-13,0
CE,2020-02-13,1
CL,2020-02-13,3
CM,2020-02-13,0
CN,2020-02-13,0
CT,2020-02-13,9
EX,2020-02-13,1
GA,2020-02-13,0
IB,2020-02-13,0
MC,2020-02-13,0
MD,2020-02-13,15
ML,2020-02-13,0
NC,2020-02-13,0
PV,2020-02-13,0
RI,2020-02-13,0
VC,2020-02-13,2
AN,2020-02-14,1
AR,2020-02-14,0
AS,2020-02-14,0
CB,2020-02-14,0
CE,2020-02-14,0
CL,2020-02-14,1
CM,2020-02-14,0
CN,2020-02-14,1
CT,2020-02-14,1
EX,2020-02-14,1
GA,2020-02-14,0
IB,2020-02-14,1
MC,2020-02-14,1
MD,2020-02-14,11
ML,2020-02-14,0
NC,2020-02-14,0
PV,2020-02-14,0
RI,2020-02-14,0
VC,2020-02-14,2
AN,2020-02-15,4
AR,2020-02-15,0
AS,2020-02-15,0
CB,2020-02-15,0
CE,2020-02-15,0
CL,2020-02-15,0
CM,2020-02-15,0
CN,2020-02-15,0
CT,2020-02-15,8
EX,2020-02-15,2
GA,2020-02-15,0
IB,2020-02-15,0
MC,2020-02-15,0
MD,2020-02-15,13
ML,2020-02-15,0
NC,2020-02-15,0
PV,2020-02-15,3
RI,2020-02-15,0
VC,2020-02-15,4
AN,2020-02-16,0
AR,2020-02-16,1
AS,2020-02-16,0
CB,2020-02-16,0
CE,2020-02-16,0
CL,2020-02-16,0
CM,2020-02-16,0
CN,2020-02-16,2
CT,2020-02-16,5
EX,2020-02-16,0
GA,2020-02-16,1
IB,2020-02-16,0
MC,2020-02-16,0
MD,2020-02-16,14
ML,2020-02-16,0
NC,2020-02-16,0
PV,2020-02-16,1
RI,2020-02-16,0
VC,2020-02-16,1
AN,2020-02-17,2
AR,2020-02-17,1
AS,2020-02-17,0
CB,2020-02-17,0
CE,2020-02-17,0
CL,2020-02-17,0
CM,2020-02-17,0
CN,2020-02-17,0
CT,2020-02-17,2
EX,2020-02-17,1
GA,2020-02-17,0
IB,2020-02-17,0
MC,2020-02-17,3
MD,2020-02-17,19
ML,2020-02-17,0
NC,2020-02-17,0
PV,2020-02-17,2
RI,2020-02-17,0
VC,2020-02-17,5
AN,2020-02-18,3
AR,2020-02-18,1
AS,2020-02-18,0
CB,2020-02-18,0
CE,2020-02-18,0
CL,2020-02-18,1
CM,2020-02-18,0
CN,2020-02-18,1
CT,2020-02-18,4
EX,2020-02-18,0
GA,2020-02-18,1
IB,2020-02-18,0
MC,2020-02-18,1
MD,2020-02-18,14
ML,2020-02-18,0
NC,2020-02-18,0
PV,2020-02-18,0
RI,2020-02-18,0
VC,2020-02-18,2
AN,2020-02-19,1
AR,2020-02-19,0
AS,2020-02-19,0
CB,2020-02-19,0
CE,2020-02-19,0
CL,2020-02-19,1
CM,2020-02-19,0
CN,2020-02-19,1
CT,2020-02-19,1
EX,2020-02-19,1
GA,2020-02-19,1
IB,2020-02-19,0
MC,2020-02-19,1
MD,2020-02-19,12
ML,2020-02-19,0
NC,2020-02-19,0
PV,2020-02-19,1
RI,2020-02-19,0
VC,2020-02-19,2
AN,2020-02-20,8
AR,2020-02-20,0
AS,2020-02-20,0
CB,2020-02-20,0
CE,2020-02-20,0
CL,2020-02-20,3
CM,2020-02-20,2
CN,2020-02-20,1
CT,2020-02-20,11
EX,2020-02-20,1
GA,2020-02-20,3
IB,2020-02-20,1
MC,2020-02-20,0
MD,2020-02-20,22
ML,2020-02-20,0
NC,2020-02-20,1
PV,2020-02-20,1
RI,2020-02-20,0
VC,2020-02-20,6
AN,2020-02-21,5
AR,2020-02-21,2
AS,2020-02-21,0
CB,2020-02-21,0
CE,2020-02-21,0
CL,2020-02-21,5
CM,2020-02-21,0
CN,2020-02-21,0
CT,2020-02-21,14
EX,2020-02-21,1
GA,2020-02-21,0
IB,2020-02-21,0
MC,2020-02-21,0
MD,2020-02-21,27
ML,2020-02-21,0
NC,2020-02-21,2
PV,2020-02-21,3
RI,2020-02-21,1
VC,2020-02-21,3
AN,2020-02-22,2
AR,2020-02-22,3
AS,2020-02-22,0
CB,2020-02-22,0
CE,2020-02-22,0
CL,2020-02-22,2
CM,2020-02-22,0
CN,2020-02-22,0
CT,2020-02-22,11
EX,2020-02-22,0
GA,2020-02-22,3
IB,2020-02-22,0
MC,2020-02-22,1
MD,2020-02-22,29
ML,2020-02-22,0
NC,2020-02-22,1
PV,2020-02-22,3
RI,2020-02-22,0
VC,2020-02-22,2
AN,2020-02-23,2
AR,2020-02-23,1
AS,2020-02-23,1
CB,2020-02-23,1
CE,2020-02-23,0
CL,2020-02-23,5
CM,2020-02-23,0
CN,2020-02-23,2
CT,2020-02-23,8
EX,2020-02-23,0
GA,2020-02-23,0
IB,2020-02-23,0
MC,2020-02-23,1
MD,2020-02-23,44
ML,2020-02-23,0
NC,2020-02-23,1
PV,2020-02-23,1
RI,2020-02-23,1
VC,2020-02-23,5
AN,2020-02-24,5
AR,2020-02-24,1
AS,2020-02-24,0
CB,2020-02-24,0
CE,2020-02-24,0
CL,2020-02-24,5
CM,2020-02-24,5
CN,2020-02-24,0
CT,2020-02-24,14
EX,2020-02-24,0
GA,2020-02-24,1
IB,2020-02-24,0
MC,2020-02-24,2
MD,2020-02-24,57
ML,2020-02-24,0
NC,2020-02-24,3
PV,2020-02-24,6
RI,2020-02-24,2
VC,2020-02-24,15
AN,2020-02-25,9
AR,2020-02-25,2
AS,2020-02-25,1
CB,2020-02-25,8
CE,2020-02-25,0
CL,2020-02-25,6
CM,2020-02-25,5
CN,2020-02-25,2
CT,2020-02-25,21
EX,2020-02-25,5
GA,2020-02-25,3
IB,2020-02-25,0
MC,2020-02-25,3
MD,2020-02-25,50
ML,2020-02-25,0
NC,2020-02-25,4
PV,2020-02-25,12
RI,2020-02-25,2
VC,2020-02-25,10
AN,2020-02-26,9
AR,2020-02-26,2
AS,2020-02-26,0
CB,2020-02-26,0
CE,2020-02-26,0
CL,2020-02-26,8
CM,2020-02-26,6
CN,2020-02-26,7
CT,2020-02-26,31
EX,2020-02-26,1
GA,2020-02-26,3
IB,2020-02-26,1
MC,2020-02-26,1
MD,2020-02-26,68
ML,2020-02-26,0
NC,2020-02-26,5
PV,2020-02-26,10
RI,2020-02-26,4
VC,2020-02-26,9
AN,2020-02-27,11
AR,2020-02-27,0
AS,2020-02-27,0
CB,2020-02-27,0
CE,2020-02-27,0
CL,2020-02-27,7
CM,2020-02-27,9
CN,2020-02-27,1
CT,2020-02-27,15
EX,2020-02-27,3
GA,2020-02-27,7
IB,2020-02-27,4
MC,2020-02-27,1
MD,2020-02-27,94
ML,2020-02-27,0
NC,2020-02-27,5
PV,2020-02-27,14
RI,2020-02-27,9
VC,2020-02-27,15
AN,2020-02-28,8
AR,2020-02-28,4
AS,2020-02-28,1
CB,2020-02-28,0
CE,2020-02-28,0
CL,2020-02-28,11
CM,2020-02-28,13
CN,2020-02-28,8
CT,2020-02-28,35
EX,2020-02-28,7
GA,2020-02-28,6
IB,2020-02-28,4
MC,2020-02-28,3
MD,2020-02-28,162
ML,2020-02-28,0
NC,2020-02-28,3
PV,2020-02-28,33
RI,2020-02-28,10
VC,2020-02-28,28
AN,2020-02-29,9
AR,2020-02-29,6
AS,2020-02-29,2
CB,2020-02-29,1
CE,2020-02-29,0
CL,2020-02-29,10
CM,2020-02-29,15
CN,2020-02-29,6
CT,2020-02-29,27
EX,2020-02-29,5
GA,2020-02-29,1
IB,2020-02-29,2
MC,2020-02-29,3
MD,2020-02-29,107
ML,2020-02-29,0
NC,2020-02-29,5
PV,2020-02-29,24
RI,2020-02-29,13
VC,2020-02-29,17
AN,2020-03-01,34
AR,2020-03-01,8
AS,2020-03-01,2
CB,2020-03-01,1
CE,2020-03-01,0
CL,2020-03-01,33
CM,2020-03-01,65
CN,2020-03-01,7
CT,2020-03-01,86
EX,2020-03-01,5
GA,2020-03-01,6
IB,2020-03-01,4
MC,2020-03-01,5
MD,2020-03-01,320
ML,2020-03-01,0
NC,2020-03-01,13
PV,2020-03-01,47
RI,2020-03-01,22
VC,2020-03-01,44
AN,2020-03-02,33
AR,2020-03-02,14
AS,2020-03-02,3
CB,2020-03-02,0
CE,2020-03-02,0
CL,2020-03-02,44
CM,2020-03-02,62
CN,2020-03-02,12
CT,2020-03-02,81
EX,2020-03-02,7
GA,2020-03-02,19
IB,2020-03-02,6
MC,2020-03-02,8
MD,2020-03-02,382
ML,2020-03-02,0
NC,2020-03-02,15
PV,2020-03-02,56
RI,2020-03-02,30
VC,2020-03-02,46
AN,2020-03-03,42
AR,2020-03-03,7
AS,2020-03-03,2
CB,2020-03-03,0
CE,2020-03-03,2
CL,2020-03-03,29
CM,2020-03-03,49
CN,2020-03-03,8
CT,2020-03-03,89
EX,2020-03-03,9
GA,2020-03-03,16
IB,2020-03-03,7
MC,2020-03-03,6
MD,2020-03-03,394
ML,2020-03-03,0
NC,2020-03-03,18
PV,2020-03-03,57
RI,2020-03-03,28
VC,2020-03-03,37
AN,2020-03-04,34
AR,2020-03-04,14
AS,2020-03-04,2
CB,2020-03-04,0
CE,2020-03-04,0
CL,2020-03-04,35
CM,2020-03-04,62
CN,2020-03-04,14
CT,2020-03-04,148
EX,2020-03-04,9
GA,2020-03-04,14
IB,2020-03-04,5
MC,2020-03-04,11
MD,2020-03-04,462
ML,2020-03-04,0
NC,2020-03-04,22
PV,2020-03-04,68
RI,2020-03-04,25
VC,2020-03-04,37
AN,2020-03-05,61
AR,2020-03-05,10
AS,2020-03-05,5
CB,2020-03-05,0
CE,2020-03-05,1
CL,2020-03-05,55
CM,2020-03-05,79
CN,2020-03-05,16
CT,2020-03-05,174
EX,2020-03-05,6
GA,2020-03-05,19
IB,2020-03-05,12
MC,2020-03-05,14
MD,2020-03-05,650
ML,2020-03-05,1
NC,2020-03-05,28
PV,2020-03-05,75
RI,2020-03-05,27
VC,2020-03-05,56
AN,2020-03-06,73
AR,2020-03-06,15
AS,2020-03-06,12
CB,2020-03-06,9
CE,2020-03-06,0
CL,2020-03-06,57
CM,2020-03-06,105
CN,2020-03-06,25
CT,2020-03-06,270
EX,2020-03-06,20
GA,2020-03-06,26
IB,2020-03-06,10
MC,2020-03-06,13
MD,2020-03-06,785
ML,2020-03-06,1
NC,2020-03-06,26
PV,2020-03-06,81
RI,2020-03-06,45
VC,2020-03-06,78
AN,2020-03-07,77
AR,2020-03-07,21
AS,2020-03-07,12
CB,2020-03-07,12
CE,2020-03-07,0
CL,2020-03-07,83
CM,2020-03-07,144
CN,2020-03-07,19
CT,2020-03-07,293
EX,2020-03-07,16
GA,2020-03-07,33
IB,2020-03-07,7
MC,2020-03-07,20
MD,2020-03-07,839
ML,2020-03-07,3
NC,2020-03-07,49
PV,2020-03-07,92
RI,2020-03-07,39
VC,2020-03-07,80
AN,2020-03-08,87
AR,2020-03-08,36
AS,2020-03-08,14
CB,2020-03-08,17
CE,2020-03-08,1
CL,2020-03-08,80
CM,2020-03-08,163
CN,2020-03-08,35
CT,2020-03-08,332
EX,2020-03-08,19
GA,2020-03-08,38
IB,2020-03-08,14
MC,2020-03-08,19
MD,2020-03-08,1051
ML,2020-03-08,1
NC,2020-03-08,51
PV,2020-03-08,101
RI,2020-03-08,41
VC,2020-03-08,118
AN,2020-03-09,169
AR,2020-03-09,36
AS,2020-03-09,32
CB,2020-03-09,9
CE,2020-03-09,1
CL,2020-03-09,166
CM,2020-03-09,215
CN,2020-03-09,47
CT,2020-03-09,568
EX,2020-03-09,38
GA,2020-03-09,83
IB,2020-03-09,17
MC,2020-03-09,32
MD,2020-03-09,1510
ML,2020-03-09,2
NC,2020-03-09,97
PV,2020-03-09,143
RI,2020-03-09,60
VC,2020-03-09,188
AN,2020-03-10,221
AR,2020-03-10,52
AS,2020-03-10,52
CB,2020-03-10,3
CE,2020-03-10,1
CL,2020-03-10,213
CM,2020-03-10,302
CN,2020-03-10,56
CT,2020-03-10,797
EX,2020-03-10,47
GA,2020-03-10,119
IB,2020-03-10,36
MC,2020-03-10,64
MD,2020-03-10,1973
ML,2020-03-10,5
NC,2020-03-10,109
PV,2020-03-10,227
RI,2020-03-10,88
VC,2020-03-10,306
AN,2020-03-11,263
AR,2020-03-11,66
AS,2020-03-11,43
CB,2020-03-11,17
CE,2020-03-11,3
CL,2020-03-11,255
CM,2020-03-11,330
CN,2020-03-11,60
CT,2020-03-11,758
EX,2020-03-11,74
GA,2020-03-11,132
IB,2020-03-11,42
MC,2020-03-11,74
MD,2020-03-11,1962
ML,2020-03-11,4
NC,2020-03-11,130
PV,2020-03-11,226
RI,2020-03-11,70
VC,2020-03-11,294
AN,2020-03-12,318
AR,2020-03-12,79
AS,2020-03-12,57
CB,2020-03-12,36
CE,2020-03-12,1
CL,2020-03-12,344
CM,2020-03-12,462
CN,2020-03-12,73
CT,2020-03-12,1029
EX,2020-03-12,88
GA,2020-03-12,181
IB,2020-03-12,42
MC,2020-03-12,62
MD,2020-03-12,2331
ML,2020-03-12,3
NC,2020-03-12,182
PV,2020-03-12,272
RI,2020-03-12,74
VC,2020-03-12,390
AN,2020-03-13,487
AR,2020-03-13,114
AS,2020-03-13,70
CB,2020-03-13,54
CE,2020-03-13,6
CL,2020-03-13,505
CM,2020-03-13,633
CN,2020-03-13,109
CT,2020-03-13,1363
EX,2020-03-13,95
GA,2020-03-13,243
IB,2020-03-13,61
MC,2020-03-13,104
MD,2020-03-13,2826
ML,2020-03-13,10
NC,2020-03-13,211
PV,2020-03-13,426
RI,2020-03-13,107
VC,2020-03-13,497
AN,2020-03-14,420
AR,2020-03-14,107
AS,2020-03-14,81
CB,2020-03-14,59
CE,2020-03-14,4
CL,2020-03-14,521
CM,2020-03-14,618
CN,2020-03-14,97
CT,2020-03-14,1324
EX,2020-03-14,91
GA,2020-03-14,240
IB,2020-03-14,71
MC,2020-03-14,108
MD,2020-03-14,2544
ML,2020-03-14,4
NC,2020-03-14,177
PV,2020-03-14,419
RI,2020-03-14,138
VC,2020-03-14,496
AN,2020-03-15,450
AR,2020-03-15,127
AS,2020-03-15,89
CB,2020-03-15,68
CE,2020-03-15,2
CL,2020-03-15,535
CM,2020-03-15,786
CN,2020-03-15,91
CT,2020-03-15,1369
EX,2020-03-15,86
GA,2020-03-15,270
IB,2020-03-15,85
MC,2020-03-15,96
MD,2020-03-15,2657
ML,2020-03-15,3
NC,2020-03-15,262
PV,2020-03-15,431
RI,2020-03-15,111
VC,2020-03-15,530
AN,2020-03-16,572
AR,2020-03-16,166
AS,2020-03-16,106
CB,2020-03-16,71
CE,2020-03-16,6
CL,2020-03-16,780
CM,2020-03-16,816
CN,2020-03-16,132
CT,2020-03-16,1710
EX,2020-03-16,118
GA,2020-03-16,389
IB,2020-03-16,88
MC,2020-03-16,130
MD,2020-03-16,2951
ML,2020-03-16,6
NC,2020-03-16,274
PV,2020-03-16,597
RI,2020-03-16,157
VC,2020-03-16,635
AN,2020-03-17,574
AR,2020-03-17,157
AS,2020-03-17,80
CB,2020-03-17,76
CE,2020-03-17,5
CL,2020-03-17,730
CM,2020-03-17,747
CN,2020-03-17,93
CT,2020-03-17,1565
EX,2020-03-17,109
GA,2020-03-17,328
IB,2020-03-17,82
MC,2020-03-17,103
MD,2020-03-17,2776
ML,2020-03-17,3
NC,2020-03-17,267
PV,2020-03-17,538
RI,2020-03-17,122
VC,2020-03-17,559
AN,2020-03-18,530
AR,2020-03-18,167
AS,2020-03-18,91
CB,2020-03-18,89
CE,2020-03-18,6
CL,2020-03-18,814
CM,2020-03-18,807
CN,2020-03-18,117
CT,2020-03-18,1686
EX,2020-03-18,127
GA,2020-03-18,309
IB,2020-03-18,81
MC,2020-03-18,120
MD,2020-03-18,2627
ML,2020-03-18,6
NC,2020-03-18,250
PV,2020-03-18,553
RI,2020-03-18,143
VC,2020-03-18,532
AN,2020-03-19,555
AR,2020-03-19,166
AS,2020-03-19,101
CB,2020-03-19,177
CE,2020-03-19,5
CL,2020-03-19,866
CM,2020-03-19,757
CN,2020-03-19,78
CT,2020-03-19,1609
EX,2020-03-19,127
GA,2020-03-19,294
IB,2020-03-19,105
MC,2020-03-19,118
MD,2020-03-19,2424
ML,2020-03-19,6
NC,2020-03-19,233
PV,2020-03-19,465
RI,2020-03-19,168
VC,2020-03-19,498
AN,2020-03-20,794
AR,2020-03-20,236
AS,2020-03-20,83
CB,2020-03-20,143
CE,2020-03-20,7
CL,2020-03-20,953
CM,2020-03-20,947
CN,2020-03-20,117
CT,2020-03-20,1896
EX,2020-03-20,173
GA,2020-03-20,471
IB,2020-03-20,97
MC,2020-03-20,122
MD,2020-03-20,3091
ML,2020-03-20,4
NC,2020-03-20,326
PV,2020-03-20,611
RI,2020-03-20,191
VC,2020-03-20,572
AN,2020-03-21,543
AR,2020-03-21,177
AS,2020-03-21,68
CB,2020-03-21,99
CE,2020-03-21,7
CL,2020-03-21,765
CM,2020-03-21,631
CN,2020-03-21,86
CT,2020-03-21,1461
EX,2020-03-21,133
GA,2020-03-21,277
IB,2020-03-21,62
MC,2020-03-21,83
MD,2020-03-21,1911
ML,2020-03-21,3
NC,2020-03-21,206
PV,2020-03-21,433
RI,2020-03-21,133
VC,2020-03-21,453
AN,2020-03-22,522
AR,2020-03-22,166
AS,2020-03-22,75
CB,2020-03-22,84
CE,2020-03-22,7
CL,2020-03-22,706
CM,2020-03-22,682
CN,2020-03-22,75
CT,2020-03-22,1308
EX,2020-03-22,131
GA,2020-03-22,250
IB,2020-03-22,91
MC,2020-03-22,79
MD,2020-03-22,1642
ML,2020-03-22,5
NC,2020-03-22,194
PV,2020-03-22,394
RI,2020-03-22,108
VC,2020-03-22,397
AN,2020-03-23,562
AR,2020-03-23,268
AS,2020-03-23,70
CB,2020-03-23,87
CE,2020-03-23,9
CL,2020-03-23,770
CM,2020-03-23,766
CN,2020-03-23,97
CT,2020-03-23,1508
EX,2020-03-23,245
GA,2020-03-23,385
IB,2020-03-23,82
MC,2020-03-23,128
MD,2020-03-23,2118
ML,2020-03-23,5
NC,2020-03-23,242
PV,2020-03-23,483
RI,2020-03-23,158
VC,2020-03-23,484
AN,2020-03-24,491
AR,2020-03-24,191
AS,2020-03-24,58
CB,2020-03-24,57
CE,2020-03-24,8
CL,2020-03-24,663
CM,2020-03-24,659
CN,2020-03-24,63
CT,2020-03-24,1413
EX,2020-03-24,161
GA,2020-03-24,295
IB,2020-03-24,66
MC,2020-03-24,78
MD,2020-03-24,1980
ML,2020-03-24,1
NC,2020-03-24,278
PV,2020-03-24,396
RI,2020-03-24,118
VC,2020-03-24,339
AN,2020-03-25,521
AR,2020-03-25,189
AS,2020-03-25,57
CB,2020-03-25,57
CE,2020-03-25,9
CL,2020-03-25,696
CM,2020-03-25,672
CN,2020-03-25,55
CT,2020-03-25,1324
EX,2020-03-25,153
GA,2020-03-25,288
IB,2020-03-25,84
MC,2020-03-25,84
MD,2020-03-25,1771
ML,2020-03-25,4
NC,2020-03-25,242
PV,2020-03-25,409
RI,2020-03-25,131
VC,2020-03-25,410
AN,2020-03-26,471
AR,2020-03-26,166
AS,2020-03-26,77
CB,2020-03-26,39
CE,2020-03-26,5
CL,2020-03-26,555
CM,2020-03-26,593
CN,2020-03-26,62
CT,2020-03-26,1390
EX,2020-03-26,138
GA,2020-03-26,300
IB,2020-03-26,73
MC,2020-03-26,46
MD,2020-03-26,1545
ML,2020-03-26,6
NC,2020-03-26,167
PV,2020-03-26,364
RI,2020-03-26,114
VC,2020-03-26,311
AN,2020-03-27,422
AR,2020-03-27,212
AS,2020-03-27,70
CB,2020-03-27,74
CE,2020-03-27,2
CL,2020-03-27,524
CM,2020-03-27,514
CN,2020-03-27,71
CT,2020-03-27,1252
EX,2020-03-27,109
GA,2020-03-27,306
IB,2020-03-27,40
MC,2020-03-27,51
MD,2020-03-27,1486
ML,2020-03-27,5
NC,2020-03-27,161
PV,2020-03-27,397
RI,2020-03-27,129
VC,2020-03-27,333
AN,2020-03-28,324
AR,2020-03-28,146
AS,2020-03-28,53
CB,2020-03-28,68
CE,2020-03-28,5
CL,2020-03-28,522
CM,2020-03-28,422
CN,2020-03-28,36
CT,2020-03-28,1327
EX,2020-03-28,96
GA,2020-03-28,336
IB,2020-03-28,36
MC,2020-03-28,40
MD,2020-03-28,1246
ML,2020-03-28,4
NC,2020-03-28,140
PV,2020-03-28,290
RI,2020-03-28,100
VC,2020-03-28,245
AN,2020-03-29,340
AR,2020-03-29,137
AS,2020-03-29,40
CB,2020-03-29,39
CE,2020-03-29,7
CL,2020-03-29,423
CM,2020-03-29,379
CN,2020-03-29,42
CT,2020-03-29,1041
EX,2020-03-29,62
GA,2020-03-29,198
IB,2020-03-29,37
MC,2020-03-29,35
MD,2020-03-29,865
ML,2020-03-29,5
NC,2020-03-29,96
PV,2020-03-29,268
RI,2020-03-29,87
VC,2020-03-29,217
AN,2020-03-30,341
AR,2020-03-30,127
AS,2020-03-30,45
CB,2020-03-30,27
CE,2020-03-30,5
CL,2020-03-30,495
CM,2020-03-30,528
CN,2020-03-30,51
CT,2020-03-30,1204
EX,2020-03-30,107
GA,2020-03-30,282
IB,2020-03-30,66
MC,2020-03-30,41
MD,2020-03-30,1081
ML,2020-03-30,3
NC,2020-03-30,245
PV,2020-03-30,321
RI,2020-03-30,117
VC,2020-03-30,256
AN,2020-03-31,253
AR,2020-03-31,116
AS,2020-03-31,42
CB,2020-03-31,33
CE,2020-03-31,2
CL,2020-03-31,399
CM,2020-03-31,415
CN,2020-03-31,28
CT,2020-03-31,1131
EX,2020-03-31,61
GA,2020-03-31,167
IB,2020-03-31,48
MC,2020-03-31,30
MD,2020-03-31,1074
ML,2020-03-31,3
NC,2020-03-31,151
PV,2020-03-31,266
RI,2020-03-31,108
VC,2020-03-31,180
AN,2020-04-01,354
AR,2020-04-01,157
AS,2020-04-01,29
CB,2020-04-01,72
